id,cluster,speech,word_count,speech_date,year,afinn_sentiment,afinn_sd,bing_sentiment,bing_sd,nrc_sentiment,nrc_sd,sentiword_sentiment,sentiword_sd,hu_sentiment,hu_sd,proper_id,proper_name,house_start_date,date_of_birth,gender,party,age,party_group,ministry,government
2000-01-25a.239.3,3409172Mr. Jeffrey Donaldson,"I hope that the Minister understands the importance of what he has saidâespecially in Northern Ireland. If the Government are saying that if the IRA is in default on decommissioning by the end of the month when General de Chastelain reports, the Government will suspend the institutions, that is a significant statement. The Minister says that the general must report that there has been proper progress. Would he care to define proper progress in terms of decommissioning, as that is important?",81,2000-01-25,2000,0.6875956222436206,0.7970099200367646,0.32727978826658305,0.39041262209915295,0.5107617654113559,0.3874953461844218,-0.014148357823292454,0.16095985159748627,0.38977978826658305,0.33689818063707644,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.251.2,220553Rev. Martin Smyth,"The situation was even more serious than that. Like other politicians in Northern Ireland, they had played a part, but, as there was no elected Chamber, they had difficulty even in finding secondary jobs to keep themselves occupied.",38,2000-01-25,2000,0.0,0.0,0.4527839808709374,0.6403332465729598,0.0,0.0,-0.08206857695716063,0.03602083875585668,0.4527839808709374,0.6403332465729598,644,Martin Smyth,1982-03-04,1931-06-15,Male,Independent Unionist,68,Other,Blair1,Opposition
2000-01-25a.257.2,133753Sir Richard Body,"The Under-Secretary of State has been very patient, as he always is. However, on this occasion, his powers of persuasion have been mislaid. His comments on decommissioning and his arguments against the amendments carried no weight at all. Over several hours, he has been pressed on these issues, but he has failed to respond.
We have been asked to rush through the Bill. It received a truncated debate yesterday on Second Reading, the whole of its Committee stage is being considered tonight and it will have its Third Reading before the end of the week. It is an important constitutional Bill, but were the Government of Ireland consulted? Presumably, they were; and that might explain why the Under-Secretary is unable to persuade us about decommissioning. I hope that every Labour Member is eager for decommissioning to take place. The amendment does little more than reaffirm that point and insist that decommissioning take place before we make yet another concession to those who are given to terrorism.
Have the Government of Ireland been asked to intervene? Is that why we have had to give this concession, so that they might intercede on decommissioning? If that is not the reason, there is a very ugly reason for the Bill. It is that the Government are slipping away from their requirements on decommissioning. There can be no third explanation for the Bill.
I make this plea to the Under-Secretary. Will he speak again and tell us the answers to the points that we have put? They have been put repeatedly and with almost tedious repetition, but there has been no response from him. I ask him again: what is the reason for the Bill?
Question put, That the amendment be made:â",288,2000-01-25,2000,-0.14450867079794916,0.8287722822199663,-0.08953492040336766,0.3047570858033116,0.06115927042933753,0.33529699897236614,-0.0070703262111919685,0.10978408070612163,-0.08953492040336766,0.3047570858033116,344,Richard Body,1955-05-26,1927-05-18,Male,Independent Conservative,72,Other,Blair1,Opposition
2000-02-15a.859.0,5282258Mr. Mike Hancock,"First, I offer good wishes and congratulations to the hon. Member for Ceredigion (Mr. Thomas) on his excellent maiden speech. I also pay a generous tribute to his predecessor in that constituency.
I am sorry that I cannot do the same for our colleague, the hon. Member for Putney (Mr. Colman). He painted a depressing picture of the postal service in Putney. The only glimmer of hope was that the 29 million other people who use the service every week have a much better service than the inhabitants of Putney.
However, Putney may be where ministerial mail goes. When it leaves Ministers' offices, it hovers for several months over Putney and then descends on the House of Commons. I hope Ministers will not grab that as yet another excuse for the long delays in replying to letters from hon. Members, although I am sure that some of them will enthusiastically grasp at that excuse to defend the indefensible.
My hon. Friend the Member for Twickenham (Dr. Cable) spelt out his strong reservations as to the financial consequences of the measure. The hon. Member for Forest of Dean (Mrs. Organ) mentioned that the Â£75 million available for borrowing would permit great scope for modernisation and development. Nothing could be further from the truth. One has only to visit one's main sorting officeâif one is lucky enough to have oneâto find out that the cost of the technology to speed up sorting runs is more than Â£1 million. It would cost that amount to get new technology into sorting officesâlet alone the development and business opportunities outside.
There are several flaws in the Bill. However, all that we have heard from the Conservative Opposition is that they have not learned any lessons. The only alternative that they offer is privatisation. That is where they were going during the previous Parliament, but they backed off. My predecessor as Member of Parliament for Portsmouth, South resigned from the Conservative Government in disgust at the fact that they had backed away from privatisation, but it did not save him his seat.
It has been pointed out that many Tory Members lost their seats at the last election because they stuck rigidly to the line that the Post Office needed to be privatised and they wanted to carry that out. Today, Conservative Members are harking back to what was seen, even at that time, to be a lost cause. The Conservatives backed off then because the public do not want privatisation.
Consumers have not said that they want the wholesale sell-off of the Post Office. The overwhelming majority of people believe that the Post Office offers an excellent service where it is needed. Deliveries are usually on time, although obviously there are occasions when things go wrong. However, as the representative of a large constituency of 89,000 voters, I receive few complaints about the service. I have nothing but high regard for the job done by postal workers in sometimes difficult circumstances. I am proud to be close to the organisation in my city.
Much has been said about the plight of rural post offices. I draw the attention of hon. Members, once again, to the plight of the urban post office. The distance between the sea and the northern boundary of my constituency is a little more than two miles; from east to west, the distance is probably less than three miles. More than 100,000 people live in that areaâ89,000 voters. There are 22 sub-post offices, 15 of which would have an even greater cloud looming over them if the changes in the payment system go ahead, and people take them up as the Government will, I am sure, encourage them to do. Why make changes, if they do not actively encourage people to make use of them?
The problem faced by 15 of those 22 sub-post offices is that 50 per cent. of their trade comes from benefit claims. Many have no alternative; they cannot diversify. They have tried to do so, but some businesses have already gone down the tube because supermarkets have expanded.
Banking was offered to post officesâthe installation of cash dispensers. A postmaster came to see me last week with a letter about the 3,000 machines that would be available. He and his family have run a post office in the heart of the area for more than 30 years. He applied for that service, but there was no indication of how the choices would be made. Will there be any weighting in favour of the installation of those machines in sub-post offices? Or will it be as predicted by the sub-postmasters, who all believe that the machines will go to the highest bidder, or the one with the greatest number of customers passing through the doorâthe local supermarket? It would be very difficult for local post offices to compete with the supermarkets.
The closure of any one of those sub-post offices will pose serious problems for many people whose only active meeting of other people, except for the occasional person who knocks at their door, takes place on the journey to that sub-post office. It does not matter that they are not too far from neighbours, and probably relatives. For many people, that journey to the post office is their trip to the outside world. On the way they may visit the library or pay other bills, but the post office is the main reason that many of them still make a journey out of the home.
It is easy to ignore the situation in an urban population and say that that is not an issue because if the Government close 10 sub-post offices, 12 will remain in that very small area; but people will have to make difficult journeys, sometimes without public transport, across very major roads, in densely populated streets full of cars, which are double parked in most instances. It is a real nightmare. That is why thousands and thousands of people have already signed petitions to save post offices in my constituency and many other urban constituencies.
Tonight we need to hear from the Minister some clarification about the possibility of subsidies. We need to hear who will choose from the 22 post offices in Portsmouth, South those that are seen to be viable and eligible for a subsidy, and we need to know what will happen to those who do not pass the harm test satisfactorily and consequently are not chosen.
The right hon. Member for Hitchin and Harpenden (Mr. Lilley) did not mention the fact that he served in the Government who closed down the Crown offices. I remember that, when I was previously a Member of Parliament, they closed thousands of them throughout


the country. In Portsmouth, at least half a dozen were closed. We were all told, ""Do not worry; jobs will be saved and we shall find alternative locations, or other people will take on those offices."" Five of the six are now housing. All six no longer serve as post offices. There was nothing but crocodile tears. We were told, ""It will not be a problem. Do not worry. You are over-hyping the argument.""
Now the boot is on the other foot. A Labour Government are in power, and they are saying that they intend to do something that appears to threaten the viability of the sub-post office network, whether rural or urban. Answers are expected and neededânot 18 months from now, not when the Bill has passed through the House and the other place, but tonight or very soon after tonight. The livelihood of thousands of people throughout the country is on the line, and so are the understanding and commitment of the people who use those post offices. They want to hear a clear message from the Government tonight.
I do not envy the Minister's task in piloting this very complex Bill through its stages. Some Members have said that the Bill is a step in the right direction. My only fear is that it is a step in the direction in which the Conservatives wanted to take us, and that, if ever they were back, it would open the door to allow them to do what they did more easily the next time than they did it the last time.",1366,2000-02-15,2000,0.04695252342591609,0.667043564883023,-0.015689024845572806,0.33003514073353485,0.07280701379596302,0.4030351687422871,-0.004315589823947772,0.20111906190356466,-0.03512024464568245,0.34521392690953645,59,Mike Hancock,1984-06-14,1946-04-09,Male,Independent,53,Other,Blair1,Opposition
2000-01-25a.333.4,3409172Mr. Donaldson,"It is. The point was ably made by the right hon. Member for Bromley and Chislehurst that there is a conflict of interest, in terms even of the time that a Minister in the Government of another country can devote to his duties in this House. If we say that it is perfectly okay for a Member of this House who has legislative responsibilities to be a Minister in the Government of a foreign countryâand so to be unable to devote the time that we expect of our legislatorsâthat demeans and diminishes the role of a Member of Parliament.
It is not sufficient to leave it to constituents to sort the matter out. Are the constituents of Belfast, West likely to remove the Member for that constituency because he is an abstentionist Member of Parliament? We shall see. It is unlikely because those constituents have voted for that Member for reasons other than that he ought to be their proper legislative representative in this House. We cannot rely on the safeguard that the Minister says is available and leave it to constituents to attend to the problem.
Parliament has a wider responsibility to safeguard the constitution of this nation. That is why we are elected to this place. If it is for the people to decide on every occasion, why have Parliament in the first place? On this important constitutional issue, Parliament ought to have the right to legislate to safeguard the role of Members of Parliament in participating properly in the life of this body.
It is wrong for Parliament to create that potential conflict of interest. It is also wrong to move beyond the confines of the Commonwealth and extend to the Irish Republic a privilege not extended to any other nation outside the Commonwealth.",297,2000-01-25,2000,-0.036573412975533244,0.35766502864663546,-0.04577008889322755,0.23668624450059364,0.01234996784358716,0.27807789967967833,0.023019041350924863,0.14128022398902956,-0.04577008889322755,0.23668624450059364,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.334.1,3409172Mr. Donaldson,"We look to the Under-Secretary for a response.
In normal circumstances, no one on this side of the Committee would have raised the issue of ending the current situation in respect of the Commonwealth, because it would not have been significant. The Government have created these circumstances, so they cannot blame the Opposition if we unfortunately have to penalise our friends in Commonwealth countries as we try to safeguard Parliament. The Government are seeking to extend that privilege beyond the Commonwealth without good reason.",84,2000-01-25,2000,0.3601089110009503,0.5040087519778269,0.35994095256685,0.25757929340540836,0.15402209689005533,0.4406240559918755,0.16929788174293045,0.17763587229058275,0.23155868129952287,0.36920179965626815,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.331.2,3409172Mr. Donaldson,"Earlier, the Minister pressed the hon. Member for South Staffordshire (Sir P. Cormack) about the official Opposition's position on the Commonwealth. The problem would not arise if the Government had not created a precedent by affording rights to nationals of a

country that is not a member of the Commonwealth. The Government have caused a problem, by extending to the Irish Republic a privilege that previously applied only to Commonwealth countries. As the right hon. Member for Bromley and Chislehurst (Mr. Forth) pointed out, that country left the Commonwealth some years ago. The Government have not provided an adequate reason for extending the privilege. On this side of the Committee, we suspect that the decision is to do with the republican movement rather than with the Government's desire to correct an anomaly.",131,2000-01-25,2000,-0.03857182689528561,0.2245207657980403,0.05555555555555555,0.19158901118370336,-0.02153772814901001,0.3324776694550174,-0.0027398531770198337,0.15529804012726942,0.05555555555555555,0.19158901118370336,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.332.1,3409172Mr. Donaldson,"The hon. Gentleman is right. The motivation of Republicans who belong to Sinn Fein-IRA is not taking seats in this House as well as the Irish Parliament, but blocking seats here. The constituents of Mid-Ulster and Belfast, West are not properly represented at Westminster. Members of Sinn Fein-IRA want to hold such seats and be eligible to stand for election to the Irish Parliament, and perhaps hold ministerial office there. Sinn Fein-IRA aspires to be part of a coalition Government after the next election in the Irish Republic, perhaps with as few as four or five seats.
Let us consider circumstances in which a Minister in the Irish Government was also theoretically a Member of Parliament here, but, in practice, did not take his seat. That could cause a conflict of interest. I shall give the Minister an example of a potential conflict of interest for a Minister in the Irish Government who was also a Back-Bench Member of this House. The Irish Republic might declare itself neutral when this country was at war. We might have a Back-Bench Member who was a member of a Government who adopted a neutral stance, which perhaps leaned towards the country with which we were at war. I shall not rehearse the events of 1939 to 1945, when the Irish Republic was neutral. We all know how De Valera, who was then Prime Minister of the Irish Republic, leaned towards the Germans and assisted the German Government in many ways to thwart this country's efforts in defence of freedom. There would be a conflict of interest for a Member of Parliament in a country that was at war, who was also a Minister in a country that was neutral, and in some ways assisted the country with which the first country was at war. That is not an illogical point. Such circumstances could arise in future.
Why is the privilege being extended only to the Irish Republic? Are we suddenly setting the Republic apart from other nations within the European Union? Do we have a special relationship only with the Republic, and not with other partners in the EU? I do not argue for the moment that the privilege should be extended to themâfar from it. I cannot understand the Government's logic in wanting to step beyond the confines of the Commonwealth to extend such a privilege to the Irish Republic.
It is churlish of the Minister to launch an attack against the official Opposition on the question of the Commonwealth when the Government are taking the privilege beyond the confines of the Commonwealth and creating a situation that has given rise to the need for the amendment tabled by my right hon. Friend the Member for Upper Bann (Mr. Trimble).",456,2000-01-25,2000,-0.11538727981654577,0.25505532922346036,0.03420040687421322,0.2178869250086418,-0.06377690466967847,0.30604881626623437,-0.017243862815996238,0.11376071827136613,0.02518068687747412,0.21545538298565547,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.333.2,3409172Mr. Donaldson,"The hon. Gentleman makes a relevant point that goes to the heart of the debate. Why is this legislation before the House? Despite the Government's failure to provide a proper reason, we have no doubt that it is part of a deal that has been done with the Republican movement. There may be other aspects. We are demeaning the role of a Member of Parliament by encouraging a Member representing a constituency in the United Kingdom to be a Minister in the Government of another country.",86,2000-01-25,2000,-0.0015628224129731149,0.11658275665556017,0.0314970394174356,0.07715167498104594,0.2016691278911785,0.34384363082613706,0.018916725113159442,0.12941853681893958,0.0314970394174356,0.07715167498104594,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
2000-01-25a.334.3,3409172Mr. Donaldson,"Ministers are denied the role of Back Bencher because of their responsibilities, but they could sit alongside Back Benchers who are Ministers in the Government of another country. That shows the absurdity of asking Parliament to pass this Bill. Again we ask Ministers why. We conclude that it is to assist the representatives of a party that commands 18 per cent. of the vote in Northern Ireland, whose population is 1.7 million of the 56 million or 57 million people in the United Kingdom. That is nonsense, but why is that party so important to the Government? Why are they going through this process? Precisely because that party has something that other parties in the House do not haveâan arsenal of illegal weaponry at its disposal. Its mandate comes not merely from the ballot box, but, to quote one of its representatives, from the Armalite.
That party believes that power resides not only in the right of the people to vote in elections, which the Under-Secretary has espoused, but in the barrel of a gun. That is what we are dealing with. Parliament is being asked to change a constitutional aspect of our law to assist that particular party and in that sense the Bill is absurd, in parliamentary and constitutional terms. We are extending to a country that is not in the Commonwealth a privilege that was exclusive to member nations of the Commonwealth. What does that say to those nations, which work alongside us?
The answer to that question concerns our close relationship with the Irish Republic. I am not against good, neighbourly relationships, but surely we ought to ask whether the Irish Republic should rejoin the


Commonwealth if there is a desire for its citizens or Members of its legislature also to be Members of this House.
It appears that that option is not availableâthat the Irish Government for some reason are not prepared, in spite of the special relationship between the United Kingdom and the Irish Republic, to rejoin the Commonwealth. It appears that the special relationship is not quite as special as some people would make it out to be. Indeed, when it comes to extraditing people who have been responsible for some of the most serious crimes in the United Kingdom, the special relationship does not count for very much, as we are seeing at the moment in Northern Ireland.",391,2000-01-25,2000,0.047091862973651075,0.39581791704467445,0.03335516375351457,0.22542855118679514,-0.04930845157517805,0.4612673112143354,0.044744863930505106,0.17369241578615827,0.03335516375351457,0.22542855118679514,650,Jeffrey M Donaldson,1997-05-01,1962-12-07,Male,DUP,37,Other,Blair1,Opposition
